message,is_toxic
"Aw, crap.
 
 This should be `lnodes = self.app.sort_nodes(lnodes)` so that the large-object-manifest container listing thingy doesn't always hit the first container server.
 
 Do you want to fix this in this commit, or just remove this line from your diff and I'll submit a patch?",1
/* LIBQMI_QMIMSG_H */,0
"I'd vote for instead of using Glance URLs, to make a first version that puts it directly into Swift with a configurable TTL, defaulting to a few days. In the message to Ironic, instead of using a Glance URL, pass a Swift Temporary URL to Ironic
 
 Then you don't need to tackle all of the complexities of Garbage Collection in Glance -- just let Swift manage it with a TTL.
 
 In the long run the storage would need to be plug able for different deployments, but Swift seems like a reasonable first stab.",0
"yeah, good call. it's useless.",0
"Yeesh. You're definitely right about doing too much work here. I go to all this trouble to construct the 'options' and 'args' variables, and then I never do a damn thing with them. WTF was I thinking? Maybe I moved stuff around and left a vestigial copy of this crap sitting here.
 
 Will fix.",1
"it doesn't. see their FIXME comment. the test was wrong, at least in the sense that our behavior and the RI's behavior was the same (and also the obvious behavior --- charset names and aliases are always checked for validity, and always checked by the same rules). the RI's documentation agrees with this behavior too, so i've no idea why they pulled this test out of their collective ass.",1
Crap... I missed that one in the update. I'll have to update again.,1
"The source is a vmap'd bo, which isn't iomem. The ttm object is unlikely to have migrated to vram, so it won't be iomem. And even if it had, ttm would migrate it back to system ram.",0
i think you mistakenly dropped the compute from taking the midonet_data so this ^^ won't be passed here,0
"Call me stupid but I still don't know what a console proxy is/what it's supposed to do after reading this. I don't know if that's the intended purpose of these strings, however...?",0
Can we at least check that a reasonable command is passed to SSH? This test does not seem to test anything actually.,0
"Hmm, are you sure it's correct to use an std::atomic like this?",0
fuck,1
"Close. I don't think ProjectSpec is the right place - I think keeping that ""dumb"" parsing based only on the schema is good.

This is Yet Another Thing that I think would do well in a Project class (I think we've talked before about this? A class that wraps the schema + commands, so the commands could basically do
  p = Project(...)
  p.BuildImage()
etc.?)

For now I'd lean towards getting it in, but if we want to start that refactor now we could.",0
"throw new NullPointerException(""policy == null"")",0
"WTF?! O_o
 this should be fixed:)",1
Sergey this is value for saharaclient,0
These are hardcoded here and in the zone functions. Put them all in one place.,0
"yeah thanks carlos indeed that is a nit, fixup incoming",0
"Yeah, but it's also silly.
There is a file entity over in file.go, so it seems kind of obvious that virtual entities are supposed to be different to file entities.
The documentation on it's methods explain how it behaves, the sentence below says what it's used for, and the name virtual captures it's essence correctly.",0
"FQDN onlys alphanumberic and dash (-) only.
 I will relpace with the following regex.
 
 re.sub(""[^A-Za-z0-9-]"", ""-"", instance_name.strip()",0
subnet_id == arpentry.subnet_id,0
"I must have copied the issue number off of https://chromium-review.googlesource.com/c/575383 rather than the bug number.

Probably i should get off my butt and actually push on something like this proposal from a while back: https://groups.google.com/a/chromium.org/forum/#!searchin/chromium-dev/bug$20presubmit%7Csort:relevance/chromium-dev/v4Ht1r-p-ZI/uVqPMRfbAAAJ",1
"Lakshmi/Travis - is this going to cause problems? If a namespace name is updated, doing a full reindex is going to lose any objects etc attached to it.",0
Don't like bugs in docs,0
You can only idle PD_VIO? There isn't a corresponding BUS_ACTIVE block below.,0
floating_ips needs to be bumped as well,0
these red tails make bp-doc ugly. i will push another cleaned-up patch.,1
Would the FK be a FK into the Tenant table? If so then maybe call it tenant instead of project.,0
Indentation's gone crazy here...,1
ugly tabs,1
serviceBAD should be a uuid as well,0
Is this lying? Looks like you return a build_id instead.,0
"Well, the ChanceScheduler is given for electing a random host whatever, no ?
 
 I just wonder if it's not opening a can of worms to add more features to that dumb scheduler. At least, we should properly DocImpact that scheduler stating its limitations.",0
"We have to be careful here with tweaking the values for the volume status. Nova peeks into the value directly when determining if it can attach/detach a volume. 
 
 This raises another stink I have with how nova does those checks. Nova shouldn't be looking at the volume status column value, from the return of a get volume call. Nova should be asking cinder if it can attach. Cinder should answer the question itself.",0
"fix comment style here and else where:

 /**
  * Notifies ...",0
Inline the count variable it's useless,1
"Oh, I missed that you were calling getPackage(). Joiner doesn't need to operate on strings, it will call toString on objects etc but that's not right here, so scratch my comment!",0
"Should be false. I hate that closure can't catch these.
Done.",0
&& !kArm32QuickCodeUseSoftFloat,0
warn that someone appears to be fucking with us? (or really broken...),1
Creating an endpoint for this url if it does not exist,0
Remove six.text_type as the logger will do that if and when needed.,0
This hunk cannot go upstream as it's part of the channel id code.,0
"you use a lot of bashisms in here, so this should be /bin/bash",0
"Use 
  self.addCleanup(client.delete_keypair, keypair_name, **delete_params)
 
 instead. This would solve the concerns of the reviewers and kill some useless code.",0
"These have the same problem as the parent review. assertTrue asserts that the expression token is true and will only use the matcher, as an error message, if the assertion is False.",0
"Why is pidof being used? A process can change it's own name, and cause pidof to return their own pid. At first glance, without understanding the use case, this feels dangerous.",0
"Thanks, old habbits die hard.",0
So dumb question. Is the only difference between a 'none' network and a 'flat' network -- that a 'flat' network supports cleaning in a separate network (using neutron)?,0
"god this hurts my eyes, the damn constant is longer than the actual content. i wonder if we can just namespace from workflow instead, aka launch-instance onward.",1
well that is ugly but I suppose it works for now. This db call needs to move into the compute conductor.,0
"Ya, that sucks, I don't see any other good cross-platform library that is similar then; know of any?",1
crap. our first LP64 turd in struct soinfo :-(,1
"Done (ouch, awfull mistake)",0
fuck! Consider it done!,1
"Rather here should have: || ""DEVSTACK_GATE_TEMPEST_PLUGIN_INSTALL"" != False",0
replace with LOCAL_STATIC_JAVA_LIBRARIES := CtsTestAnnotations,0
"Done and added this to my vimrc to avoid these silly mistakes :)
 
  autocmd FileType gitcommit set spell",0
"and lastly, refactor this one for RMW'ing mmACP_I2S_16BIT_RESOLUTION_EN.",0
I am fine with applying 8ced390c2b18. __force is used by sparse.,0
"aurgh, darn it!",1
"isn't this get by template_uuid?
 
 provider_resource != template_uuid",0
attrs = attrs or self.task_attributes_to_copy,0
I'd like to buy your dictionary with your definition of horribly.,1
"Changing this would break the API. We should catch the `HTTPBadRequest` in the `shell.py` call and raise the right exception from there.
 
 Also, TBH, I don't really mind the `400` error to be there. This code, as much as I hate it, is short-circuiting a check that should happen server side to begin with.",0
"It seems you should be able to remove both ""if checkers"" conditionals.",0
"Because I'm dumb and stupid ? :-) 
 
  *facepalm*",0
"by default it should return None - you do not specifcally need the None here.
 should this not be an empty dict?",0
"....no, you need them for postgres!",0
"here, you can just do testexec.CommandContext(ctx, ""sh"", ""-c"", c).Output()",0
multi line docstrings should end on a new line,0
"nitpick ""parameter"" is not that long to type ;)
 
 _is_parameter_blank would sound better",0
Try to be consistent with the argument indentation across all four mocks above.,0
Kill empty lines around } else {.,0
"yuck, I can't find a good way for adding in a pid: ""pid"" in the above (since having two of those docker blocks is plain ugly) so this'll just have to do :)",1
bad rebase,1
"The bigger problem here is using a local lock with a distributed cache. Locking should be pushed into the caching client, which can at least choose to get it wrong explicitly.",0
"I was going for:

  start 
    body
  end",0
"yuck, if anything I'd have some config in the test for this. do we have other hacky special cases?",1
vim modelines should not be included in new code.,0
i think this should be in the ON clause because this is how tables are joined,0
ComputeMinObjectSlack would require some ugly const-casting. Fixed the other one.,1
So if you address my comment this will become useless,0
Missing /* CONFIG_KEYBOARD_BOOT_KEYS */ for clarity,0
These CREVIEW tags should not be here,0
"No comment rot, this flag will exist for a couple weeks at most.",0
"No it seems no good to me.
 
 If def heat(self, action, flags='', params='', admin=True, fail_ok) is being used and as you say in previous comment,
 
 then return self.cmd_with_auth('heat', action, flags, params, admin, fail_ok, merge_stderr=True) will no more remaining testcase dependent.
 
 and for all tests it will set to True. In future if you want to put some test cases with merge_error value as False, then it cannot be done.",0
please don't use crap in the commit message,1
pkill -KILL dns ?,0
"You can separate that mocks with comma:
 with mock.xxxx(), mock.yyyy() as mock_spawn:",0
"If I move the method in this mixin class then things will be more ugly because, l3_dvrscheduler_db.py file also has more than one place calling to get_subnet_ids_on_router(). So I feel its good to have this in one place rather than two.",1
"You are right, it should not be changed here. Thank you.",0
"I totally agree with you. IMHO neutronclient is already very different from other clients and it is something ""stupid"". Consistency across all openstack clients is a big topic and it should be discussed and improved as a whole community and it is already raised as one of important topics in dev ML discussion. Even when we have consistency across openstack clients, I believe neutronclient will be quite different from the current one. I am not sure what is the goal of this patch. If we need further discussion over all openstack client, I think it is beyond of this patch.
 
 Consistency inside neutornclient, I agree. I don't have a strong opinion on T/F vs T/t/F/f, so I am okay to keep T/F for consistency. I would like to leave the decision to the original author.
 
 IMO we don't need to rush this for Juno release.",1
yay we're not that crappy after all!,1
"Chris: I'm sort of of the mind that having only two tests here to begin with speaks to insufficient coverage of the capability and paints us into a corner with respect to procedure (e.g. what if Tempest just flat out had a bug that broke these two tests?). This is something we should bring up with the Committee. In the interim I'd like to look and see if there aren't other tests that could be added for the capability, but unfortunately they'd have to go through the advisory cycle first and won't really help for 2015.05(ish). I'll also note that there's a *potential* loophole should we feel the need to invoke it: the bylaw states that *vendors* may not request flagging all tests for a capability (refer to https://github.com/openstack/defcore/blob/master/process/2015A.rst#community-review--vendor-self-test-c C(3)4 for the actual wording). So if, for example, the Foundation (through it's Interoperability Engineer, presumably) or perhaps folks acting on behalf of the Board (like, say, the co-chairs of the DefCore Committee, though I'll note one of them has a potential conflict of interest in this particular instance as she is employed by the same vendor) were to request it, that wouldn't violate the bylaw.
 
 In the interim: you're right. We can't accept dropping all the tests for a capability at a vendor's request, so I'm -1. Still, I'm going to look into whether there are additional tests we should be including so that they can start the advisory phase sooner rather than later.",0
"Sorry, I was misunderstood. I fixed this to use a FK with cascade delete.",0
"nit: document the arg:
 
  ..., true /* is_official_build */);",0
Ugly indentation.,1
This has a different ordering... silly.,1
"Can you use XInternAtom(only_if_exists=TRUE) to convert these strings to atoms, then just compare atoms, instead of comparing strings.",0
"Shortcut to this expression:
 
 
 return slug in self.slug",0
"I'm trying to do it everythere, actually :)",0
"If |job| is modified but not owned, it should be a naked ptr:

https://chromium.googlesource.com/chromium/src/+/master/styleguide/c++/c++.md#object-ownership-and-calling-conventions

Same in l.80.",0
"Please, remove backslashes where possible.",0
A backquote looks a garbage.,0
"kill this - carries exactly zero information

if there's ever anything useful, move to header file & format as doxygen documentation",0
"I do hate the polling. But given the suggestions above about the cloud being referred to by its stack ID, can I make this asynchronous? We won't have a URL for the caller to follow up with.",1
Continue sucking?,1
"I'd leave these alone. They are part of the original license and, as ugly as they are, not worth chasing them (just to many cases to change).",1
"Note that killing the adb server is a fairly destructive action, as it will disrupt other users of adb on the same machine.",0
we should be using mock instead of mox,0
This decorator should be removed.,0
OK...I keep forgetting that you can things like that in python.....who made up this damn language....:-),1
You must have `CassandraDB`_ installed and running. We recommend using Docker (see below).,0
"Changed to below since some other place still use minIndex:
 int startVertex = static_cast<int>(indexInfo.indexRange.start);
 int baseVertex = -startVertex;",0
"this is an XtremIO snapset not openstack object, the name is correct",0
"So in comparing with the other puppet jobs, we should create the bundled gems dir and switch to a similar pattern for the installation and running of bundler.
 
  mkdir .bundled_gems
  export GEM_HOME=`pwd`/.bundled_gems
  gem install bundler --no-rdoc --no-ri --verbose
  $GEM_HOME/bin/bundle install --retry 3
  $GEM_HOME/bin/bundle exec rake lint
  $GEM_HOME/bin/bundle exec rake validate
  $GEM_HOME/bin/bundle exec rake spec
 
 Also do we want to go back to a template to at least check puppet 3.x and puppet 4.x?",0
"For any new tests, please use mock instead of mox.",0
nit: you may use _show_resource here,0
"Personally, I don't feel this has to be a bash array. It will work just as well with:
 
 extract_files=""var/log/audit/audit.log var/log/os-collect-config.log""
 
 for logfile in $extract_files; do
 
 Sigh, Gerrit. I want <code> blocks, damn it.",1
"Should be sdks
 
 Should be etoews :)",0
"nit: maybe instead of raise: 
 
 br-ex = ovs_lib.OVSBridge(self.conf.external_network_bridge, self.conf.root_helper)
 
 br-ex.reset_bridge()",0
"killing stdout makes sense, but not stderr (since that is only `die`) output, so drop the ""&""",0
Such a terrorist!!! We'll keep his hands off!,1
"Can we be more specific?
 Doesn't std::unordered_map work here?",0
"If we're touching this code, it's probably cleaner to convert this into a dict instead of a long chain of if statements.",0
I believe that the REST gods will strike you down with a vengeance if you have a PUT with no GET.,0
These prepare() and unprepare() callbacks are empty. Can't you just kill them?,0
"KISS:

if (pid & entry.getPid() && (pid != entry.getPid()))",0
"`for m in mocks` would be more idiomatic and slightly clearer here. You could save a couple of lines by iterating over `mocks + [mock_touch, mock_handler]`.",0
I guess it should be configurable.,0
"AFAIR, gerrit.sh can be used here",0
The same suggestion as verify_top_install.sh.,0
Small white-space nit.,0
You're also going to be lazy-loading these aren't you?,0
Should this be VIF_TYPE_PVM_OVS,0
"author not needed, taken care of by git.",0
use this to get rid of trailing newlines,0
"I take that back trying even quoting the variable and moving to single brackets, it complained.

On ubuntu sh is symlinked to dash.. dash sucks.

LSB release shows this:
Distributor ID:	Ubuntu
Description:	Ubuntu 14.04.2 LTS
Release:	14.04
Codename:	trusty",1
"Just kwargs.get(...), you don't need ** here",0
return' here is useless,0
I will kill you.,1
nit: this cast looks useless.,0
"a running instance or a stopped instance.
 
 Can a stopped instance be 'rebooted' ?
 
 Asking the dumb questions so we make this as readable as possible.",0
I think we usually put this like /*gridx*/ next to the parameter. Without the space and the equals.,0
"Unfortunately, std::function is disallowed. These will have to use WTF::Bind. =/

Oh... but it's existing code. OK, we should fix this in a followup =P",0
Would you kill me if I suggested using oslo.config here?,0
Use assertIsNone(tgt) instead.,0
odd you have nullable=False for these two.,0
Disposing all pending_requests_ instead.,0
I've set the mod_wsgi home to $HORIZON_DIR so this shouldn't be a problem.,0
remove the irq disable stuffs,0
i think we can kill this using jsonpath-rw-ext,0
typo esisting should be existing.,0
"passing ``s`` - for skip, ``u`` - for update, OR ``a`` - for abort.",0
Grrr.... their docs suck. Good eye. Fixed.,1
Stupid question: Why aren't we using python 3 compatible print?,0
"Hmm, this is pretty ugly. I guess you're doing this to save the type2 and fold2 passes, right?",0
"Wrong indentation. This statement is part of _RunDriverPerfTest, not part of PrintResult.",0
Available values should be slugs.,0
Please don't mix whiteshapce and functional changes. This newline is not necessary here.,0
good catch. stupid design on my part. so i think this should be switched. resource_id should be attached to sample and meter_id an attribute of sample and possibly resource? from what i remember from meeting Bayer recommended avoiding joins as much as possible,0
nit: trailing whitespace should be removed.,0
print() without importing print_function. Looks like you cheated.,1
this reads a little odd ... why not just invert the if's and do this in the one block?,0
without using luci-go/common/data/stringset or similar this risks generating lots of dupes.,0
"Need it for sdhci lib, otherwise see a compilation error.",0
"terrible style. separate it, plz.
 like this:
 floating_ips = self.client.floating_ips.list(all_tenants=all_tenants)
 then:
 return [FloatingIp(fip) for fip in floating_ips]",0
and even that mSpn might have a chance to be an empty string. Maybe you should try Robert's suggestion.,0
Useless,0
Shoot!  Missed this earlier.  I will spin one more patch for it.,1
"For what reason we have '\0'? It looks like you're reading bytes somewhere, and pass bytes. Let's read this command as string, not bytes, and you won't need this ugly replace hack. 
 
 I can help to fix it if you need.",1
"Eliminate backslash here and L989, 1027. Can use parens and indentation.",0
"You could replace your whole logic with a simple for loop.

size_t i;

for (i = 0; i < count; ) {
    use buf + i
}",0
Whitespaces should be removed,0
"These mocks are kind of getting out of hand. Since we're not testing the volume driver in here, can we move them into a fixture and use the fixture in the test class?",0
"Should eth0 be a replacable, too?",0
greenpool = mock_green_pool.return_value,0
"I think you can get rid of this function and the one below if you let DbusObjectProxyWithUma inherit dbus::ObjectProxy, but it's still kind of hacky.",0
"nit: the thing I consistently hate in this world is code duplication. If you would move common arguments into a separate dict and then reuse it for both policy objects, I would be happy as an elephant.",1
this methos => these methods,0
This makes $@ useless and would change the interpreting of vars in $@ if any one of it has space.,0
FYI: It looks like this strcmp call is missing an ENSURE_ASAN_INITED() too.,0
useless :),0
"damn, I'm really blind >_< sorry for noise",1
"this is pretty ugly hack :)
 
 object_contents is always ('objects', [(ObjectContent), (ObjectContent), ...])
 
 why not simply unpack the result and iterate over the second element?",1
"Yeah, this is chicken-and-eng issue: ANDROID_BUILD_TOP is set by envsetup.sh.
I think you should state that envsetup.sh (even lunch) must be run before running this script.",0
"I've fixed this, and added a comment explaining the three possible cases that now exist.",0
break should be removed. only one node will be instantiated with break.,0
This is a little ugly... can you just add this as a Gooftool argument?,1
"i was suspicious because of ""the initializer must be a non-empty, brace-enclosed, comma-separated list of initializers for the members"" (emphasis on ""non-empty""), but with a small test program, {} seems to initialize int members to 0, while i see garbage values if i don't perform any initialization. so i think this seems to work, at least when i build with g++.

does the {0} syntax cause problems with some compilers?",0
"Perhaps you get False because you are unable to establish the connection to the server on:
 
 https://review.openstack.org/#/c/123911/8/neutron/plugins/openvswitch/agent/ovs_dvr_neutron_agent.py line 159?
 
 You won't see the attribute error otherwise the entire loopingcall would die.",0
allow_put should be False. (as well as segmentation_id and mac_address),0
"Out of thin air mostly, a big enough amount to trigger races... one odd and even for the hell of it :)",1
remove noqa,0
Stupid question: Why aren't we using python 3 compatible print?,0
"What level of jailing should this use? (BTW I noticed that metrics_daemon is not jailed.) Should it have its own user/group, seccomp policy?
 
 This program does take some input: D-Bus signals with a small payload. It reads sysfs files, and can write into a couple of sysfs files at startup. It creates and writes files in /var/log. It also does syslog.",0
"nit, i should probably change this to just key, and secret instead of access_key and access_secret. It's already an access_token object after all.",0
add existing_nullable=False,0
"It's should be possible to do it in unit tests. We should be able to mock out any part of the architecture.
 
 Eg. involved parts are:
 - lib_archive (mocked out as fake_lib_archive)
 - VolumeArchiveLibarchive
 - VolumeReader (mocked out as FakeVolumeReader)
 
 However, the mocking here could be done better. Custom callbacks in VolumeArchiveLibarchive are not tested, and they have significant and critical logic. They should be tested. Well designed tests should be able to test everything.
 
 IMHO, fake_libarchive implementation should invoke the custom callbacks, so all functionality of VolumeArchiveLibarchive is tested. FakeVolumeReader would be then non-trivial and could return fake data.
 
 As a result, 100% of code in VolumeArchiveLibarchive would be tested. WDYT?",0
"Seems odd to have the bulleted list, but then this point separate
 
 How about make this another bullet?",0
You can also change this ugly BaseException and use Exception instead. Then there won't be necessary to reraise SystemExit on line 881,1
"this should be like the others below:
 
  new_entity['user_entity'] = _format_role_data(_user)",0
use osutils.SafeMakedirs,0
"Darn, forgot to update this line.",1
"Please put a colon instead of the dot.
 
 And I would write: This requires the following commands to be executed:",0
remove i18n,0
params = req.params,0
"Should this be ignored, or should we fire BadMessage?",0
remove the first part of this that references the bug,0
"server_name = share_server.get('backend_details', {}).get('share_server_name')",0
"delete 'const' here and in the interface? in particular, i'd expect this to be non-const in a stub implementation used by unit tests.",0
Bad merge? You're shadowing oslo.config.cfg,0
omg. shit language.,1
"/me sees the missing 'e' as well

Okay, aspell was full of shit.",1
this dead code should be removed,0
"why are you putting ..?

you want this under buildDir",0
"You may change CheckPower's failures parameter as optional so that you don't need to pass a useless list object.
 
 def CheckPower(measurement_name, power, threshold, failures=None, prefix='Power'):
  ...
  if not IsInRange(...):
  if isinstance(failures, list):
  failures.append(failure)",0
"it will, by spitting 500 with Internal Server Error!! How cannot be related to this patch? meh...",0
:hangs head in shame:,1
aaaaaaaaaaaarrrrrgggg! damnit. Let me fix that.,1
max_tries * subprocess_tries,0
"Ryan, what about substituting those unreadable lines (that I wrote when I was young and stupid :-) with just the following?
 
 func(""echo \""=== {0} ===\"""".format(line))
 func(""vgs -a --noheadings"")
 func(""pvs --noheadings"")",0
"replace the misleading javadoc with ""Equivalent to {@link Math.nextUp}.""?",0
"Because we cannot compare a unique_ptr with a raw ptr, which makes |find| useless.",0
Should initialize |capability_| = NULL here,0
nit: delete useless blank line,0
Potentially stupid question here - should this be hidden:true ?,0
"Oh... There seems some garbage resulted from table-of-contents, list-of-citations, etc.
 I'll remove them (perhaps by excluding spec concept starting from #biblio- ...?)",0
"There are two reasons I combined these classes.
 
 1. This BP enables all current datasource drivers to use execute()
 
 2. I don't imagine someone would make a subclass of just ExecutionDriver because user doesn't have any way to handle ExecutionDriver now.
 
 IMO, in case of someone wants to create a new driver which doesn't need to have execute(), the developer writes the new driver directly inheriting DataSouceDriver.",0
"GenerateTestAndBranch() allows

    true_fallthrough == true
    true_target == nullptr
    false_falthrough == false
    false_target != null

and then we could call GenerateCompareTestAndBranch() with true_target == nullptr which is invalid.

This discrepancy seems to be at the API level, GenerateTestAndBranch() taking the true_fallthrough argument and GenerateCompareTestAndBranch() not having such parameter.",0
Done. Python line wrapping sucks.,1
"Import order is killing pep8 :(
 
 http://logs.openstack.org/93/274993/2/check/gate-octavia-pep8/c3afa7a/console.html#_2016-02-02_06_19_17_873",0
"it wouldn't be so terrible as a packager if I could override this when I sdist, a la PBR_VERSION (i.e. the shutup pbr I know what I'm doing flag)
 
 And then if the __init__.py continues to use pkg_resources when you have an installed swift you'll get your packagers version (which is normally incrementing in some sane way against the last upstream version release)",0
"I originally had it that way, but then passing any unexpected query string arguments would throw a TypeError as not all methods use **kwargs. One could argue that we should disallow unexpected arguments, but keystoneclient is already passing a 'fresh' param (stupid cache-busting artifact from original cloud servers client). I'm inclined to leave it like this unless you're compelled to do otherwise.",0
nullptr /* blob_url_token */,0
"We could rewrite this with:

poll_method=net_utils.FindUsableEthDevice,
condition=lambda ret: ret != False,",0
because I am an idiot :(,0
where are you initializing self.online_controller ?,0
I still think it needed some breathing room. I'll remove.,0
"good catch, stupid rebase, I hate rebase!
 
 thank you!",0
must be executed,0
"Yes, sorry I'm an idiot :)",0
"Mistake, it should be CEILOMETER_COMPUTE_OPTS.",0
"true?
 
 (optional) btw, I think this will be slightly more clear:
 
 if (mount.get()) {
  is_mounted = mount->IsMounted();
  is_ephemeral = is_mounted && !mount->IsNonEphemeralMounted();
 }",0
"perhaps ""now that we have dropped the FK"" would be better than ""after we drop FK""",0
u.netloc + SWIFT_URL_SUFFIX,0
One of our policies that I would like to kill...,0
Can you add 'from keystone.openstack.common.gettextutils import _' here? There is a review to get rid of the __builtin__ monkey patching: https://review.openstack.org/#/c/58766,0
"So the idea is that each parameter declared under ""global_parameters"" would be available via get_param, right?
 
 I like this on the one hand, because it saves a lot of typing.
 
 On the other hand, it brakes self-consistency of the single templates. So far, they were valid in themselves and could be used standalone. With the proposed change, get_param calls would fail.
 
 Or are you saying in #1 of proposed changes that the parameter definition would still be there in the nested templates, only the property definition in the containing template could be left out?
 
 Another idea: what about a get_env function that would explicitly get information from the environment. ... just a stupid idea ...",0
This is highly offensive to non-christians! I demand you remove it!,0
"Just fyi. This line here originally is for bvt-perbuild (it is not in most of the control files). You may want to not include this parameter here, or want to have your own sanity suite for moblab.",0
"i checked in swift. they support markers rather than offset so i can't actually list stuff after a random item, i actually need to figure out what that marker item is explicitly... so this kinda sucks but not any more than current logic.",1
"I suppose that L127 should be executed after this one. Please, move L127 after if..else..fi statement",0
tls_disabled needs to be removed.,0
"Ops, missed your comments (mobile UI sucks). sadolfsson said we could move these changes to fizz later after doing some verification round.",1
"Kill this debug print. If you need the debug print, do it from spi-nor.c, where we ask this driver to read the ID. That way the same debug info is available for all platforms.",0
"English is not my native language, but it looks like the message should be refined.
 For example: ""ipset utility does not exist on the host that you are running, please *******""",0
"That sounds like a bug... calling this in the browser process should always kill the child process.

If you can repro this, can you file a bug?",0
prefer to mock linux_utils.execute,0
you should be importing from the new location at cafe.engine.ssh.clent,0
<literal>47af...</literal>,0
These =>s have excessive spaces so puppet-lint complains. Can you please fix these?,0
*slaps himself*,1
"Perhaps a stupid question:

Given that the native library initialization is a single-threaded process and well-profiled into the start+common sequence, why do we need to run madvise(infrequent_text, RANDOM) so early? Doing it after Finch has initialized would be less error-prone and would yield the same memory savings, no?",0
"Rubbish, I just spotted this one. I think we should make this one_or_none() as well, just to be sure. Mostly because the DB has no constraint on here.
 
 Now this might mean if we hit a race, we keep hitting this exception. But I much prefer that to data corruption.",1
stupid machine!,1
I thought you are is samueldmq :),0
I have bells go off when I see a function with the name _classmethod. Perhaps this is my lack of python foo coming out. I don't know.,0
"True, though any app doing work while installing a new split is insane. And if you're insane, there are already enough ways to crash yourself.

The copyOf sounds like a good fix for this, though.",0
as_tuple #notaminusone,0
"self.m.trigger (legacy) used to set step name='trigger', so that's why I did the same.
looking at a typical run, trigger is indeed happening only once.

Sorry to disappoint, **testers** still trigger swarming tasks gazillion times.
For example, 97 times on this one https://ci.chromium.org/p/chromium/builders/luci.chromium.ci/Linux%20Tests%20SANDBOX/29",0
"debug crap, i see it ill remove it",1
(am guessing without checking that in the puppet apache class it is service_manage and not manage_service like everbody else in the world),0
Remove Unnecessary white space.,0
"Yes, I found the issue when the passwd entry was legitimately missing. I was surprised to see both arc-networkd processes running as root in `ps`.
 
 Under normal circumstances the entry shouldn't be missing, and the risk of something affecting *this* daemon is low. But security-critical code often gets attacked in ways that cause something that ""shouldn't"" fail to fail, e.g.
 
 - Maybe the bad guy can't write arbitrary contents into /etc/passwd, but (on a normal Linux box) he might be able to trick a careless cron job into erasing/clobbering its contents through symlink attacks. And then subsequent calls to getpwnam() fail.
 
 - Since Chrome OS uses dm-verity to protect the rootfs contents, somebody can't get the OS to return arbitrary data when reading a file. But maybe they can get the OS to return an I/O error if the file data is overwritten with bad content on disk.
 
 - Exhaustion attacks can sometimes induce failures that are useful to a hacker, e.g.
 
 https://www.apriorit.com/dev-blog/255-android-rooting
 
 What if somebody opens up 1023 file descriptors, then runs a setuid program that fails to open the 1024th FD and reacts in a careless way?
 
 - Linux veterans may remember this design flaw in the original POSIX capabilities scheme:
 
 https://sites.google.com/site/fullycapable/Home/thesendmailcapabilitiesissue",0
"Damn, time flies, ha.",1
call this cinder-iscsi please,0
"Renaming the class, please also rename the module name from dummy.py to e.g. existing.py",0
"/**
 * Javadoc comments must use this style.
 */",0
This physical_skel should be moved to something like object-storage-infra.yml.,0
some old garbage...,0
Damn.,1
"actually, should get rid of format_map.py and just use TrustTokenFormatter.token_format rather than format_map.TRUST_TOKEN_PREFIX.",0
ditto -- please don't remove this. it's unrelated to the driver whitelist.,0
"These aren't really unparseable, ""unrecognized"" would be more accurate; treated as a black box or ""opaque"" another possibility. Up to you.",0
make this a colon :,0
I'd remove the trailing colon,0
"Crap, I meant 0000. #fail",1
"So.. here's the problem with this. Even if you use a different non-db driver for the servicegroups in Nova, *there is still a service record created in the services table*. The reason is because of the (stupid) relationship between the services table and the compute_nodes table. This oddity is being addressed with the detach-service-from-compute-node blueprint which is almost entirely completed. So, bottom line... don't assume that just because the DB driver isn't configured that the services table will be empty, because it won't. :)",1
"thanks Tom, I think I missing it last Friday.
 in my opinion, we should passing **kwargs to super. I will resubmit it...
 
 sorry for the stupid mistake.",0
"See http://docs.openstack.org/developer/hacking/#dictionaries-lists
 
 This one is preffered. Better to change all other.",0
I'd still prefer u use https://github.com/openstack/oslo.service/blob/master/oslo_service/loopingcall.py#L135 instead of a raw greenthread.,0
"damn, I forgot to save that change in the file before commiting this. I'll fix it.",1
"Its requried for linkage, should I add a dex_instruction_utils.cc to get rid of it?",0
"Again, this seems wrong. Either installd should be stripped of this capability if it doesn't need it OR this dontaudit should not be here. You would want something like this audited.",0
"you might want to lose all this insanity by switching to std::string and StringPrintf. so:

  #include <base/stringprintf.h>

  std::string root = android::base::StringPrintf(SYSFS_PREFIX""%s/"", uevent->path);",0
onSuccessRestore and onErrorRestore should be removed.,0
"Damn. Guilty as charged, sir!",1
Suggestion: Same concurrency/times as cinder scenario,0
Probably should add some logging both in the case that you generate a core dump and in the case that you don't that way you can figure out why the code isn't generating a core dump.,0
"Please, remove the white space",0
"I think seamicro_vendor, pxe_vendor should not be attributes of this class.",0
Such docstring aren't useful,0
ok will nuke it.,0
"It should be :
 if args.rebuild_password:
  _password = args.rebuild_password
 else:
  _password = None",0
"the exception will be logged, because the agent will die at this point.",0
Argh..ok this was dumb. Will clean up,0
"It won't- git handles that on it's own (if someone intentionally is being an ass there are ways to pull it off, but I don't care about those cases).

Note also arbitrary stripping there will differ from gerrit behaviour (the basic theme of patchset2 review); thus we can't just do stripping as you suggest.",1
